component_id,lot_id,device_type,parameter,time_hours,value,unit,temperature_c,voltage_v,spec_min,spec_max,label,data_origin
L01-C020,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,0,10.543718,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C020,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,24,10.60847,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C020,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,96,10.905021,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C020,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,168,11.007819,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C020,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.216588,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C020,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.291872,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C020,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.541593,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C020,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.827157,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C021,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,0,54.622986,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C021,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,24,55.26194,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C021,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,96,56.597698,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C021,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,168,58.399981,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C021,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,21.951935,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C021,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,22.261765,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C021,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,23.246654,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C021,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,24.239965,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C022,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,0,9.995607,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C022,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,24,10.235342,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C022,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,96,11.694315,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C022,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,168,13.116803,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C022,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,3.921049,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C022,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.228133,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C022,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,5.287345,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C022,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,6.511745,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L01-C023,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,0,10.28927,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C023,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,24,10.200789,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C023,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,96,10.65251,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C023,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,168,11.129938,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C023,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.065915,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C023,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.291325,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C023,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.644192,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C023,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,5.158107,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C024,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,0,10.360899,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C024,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,24,10.523188,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C024,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,96,10.778665,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C024,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,168,10.810039,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C024,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.035697,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C024,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.039819,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C024,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.034332,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C024,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.147144,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C025,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,0,10.147338,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C025,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,24,10.318962,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C025,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,96,10.516573,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C025,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,168,10.498655,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C025,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.382798,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C025,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.474234,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C025,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.75135,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C025,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.934703,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C026,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,0,9.604587,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C026,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,24,9.818103,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C026,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,96,9.558665,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C026,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,168,9.682275,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C026,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.486357,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C026,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.629076,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C026,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.725346,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C026,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,5.001506,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C027,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,0,10.515814,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C027,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,24,10.46956,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C027,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,96,10.978582,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C027,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,168,11.438507,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C027,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.228729,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C027,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.173001,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C027,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.633095,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C027,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.912028,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C028,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,0,10.758562,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C028,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,24,11.020488,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C028,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,96,10.862343,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C028,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,168,11.40868,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C028,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.434035,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C028,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.403122,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C028,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.645395,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L01-C028,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.921582,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C001,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,10.260064,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C001,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.293689,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C001,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,10.592043,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C001,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.734037,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C001,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.753921,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C001,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.740406,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C001,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,5.463934,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C001,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,6.133894,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C002,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,10.340705,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C002,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.025686,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C002,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,10.289545,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C002,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.212897,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C002,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.688198,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C002,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.795885,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C002,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.988253,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C002,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,5.364348,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C003,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,10.337619,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C003,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.617666,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C003,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,10.613928,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C003,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.844148,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C003,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.695714,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C003,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.818239,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C003,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.988506,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C003,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,5.169642,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C004,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,9.971426,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C004,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.378404,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C004,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,11.609512,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C004,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,12.998479,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C004,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.500558,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C004,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.801222,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C004,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,5.95323,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C004,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,7.348141,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C005,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,10.877181,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C005,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.425436,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C005,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,10.611652,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C005,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.778611,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C005,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.646808,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C005,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.867751,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C005,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.765383,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C005,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.801441,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C006,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,11.043577,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C006,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.908059,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C006,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,11.349383,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C006,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,11.448224,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C006,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.699098,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C006,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.735433,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C006,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.785282,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C006,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.917525,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C007,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,10.657467,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C007,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.683156,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C007,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,11.467102,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C007,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,11.9095,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C007,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,3.876806,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C007,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,3.816785,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C007,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,3.935794,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C007,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.141506,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C008,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,9.901628,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C008,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.007175,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C008,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,10.084339,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C008,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.189675,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C008,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.259764,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C008,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.164226,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C008,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.136111,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C008,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.157411,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C009,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,10.730648,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C009,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,11.204301,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C009,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,12.849592,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C009,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,14.402159,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C009,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.096261,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C009,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.679175,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C009,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,6.158389,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C009,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,8.059216,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C010,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,10.465389,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C010,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.223255,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C010,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,10.470614,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C010,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.863961,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C010,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,5.151957,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C010,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,5.101705,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C010,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,5.14369,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C010,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,5.387809,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C011,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,10.82784,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
